what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1421037416578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037417605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037418935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037419646
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1421037423366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037424848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1421037424903
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037425679
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037426162
no handler,command,org.activiti.designer.gui,,"org.activiti.designer.gui.actions.pasteCommand",1421037431721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1421037432472
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textStart",1421037434078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037437563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037450115
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1421037452274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037453163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1421037454774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037455289
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1421037455540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037455547
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037455934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037455986
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037456016
no handler,command,org.activiti.designer.gui,,"org.activiti.designer.gui.actions.pasteCommand",1421037463226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1421037463933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037468694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037475411
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1421037477174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037477943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1421037479394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037480229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1421037480267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037480274
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037480901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037480976
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037481015
no handler,command,org.activiti.designer.gui,,"org.activiti.designer.gui.actions.pasteCommand",1421037485169
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1421037485613
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037489219
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037489219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1421037489326
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037490367
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037490367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1421037490397
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1421037492321
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1421037492483
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1421037492751
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1421037493181
no handler,command,org.activiti.designer.gui,,"org.activiti.designer.gui.actions.copyCommand",1421037493949
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1421037494797
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1421037494827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1421037494855
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1421037495943
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1421037496137
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1421037496578
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1421037496898
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1421037497048
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1421037497215
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1421037497360
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1421037497531
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1421037497740
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1421037497993
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1421037498273
no handler,command,org.activiti.designer.gui,,"org.activiti.designer.gui.actions.pasteCommand",1421037498497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1421037498867
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421037501699
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1421037501870
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1421037504761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037506280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037507000
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421037507011
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1421037514679
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421037570001
no handler,command,org.activiti.designer.gui,,"org.activiti.designer.gui.actions.copyCommand",1421037581555
no handler,command,org.activiti.designer.gui,,"org.activiti.designer.gui.actions.copyCommand",1421037583983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037584758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037586372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037586522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037627926
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1421037628582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037629465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1421037629778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037631127
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.navigate.open.type",1421037631143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037631698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037683661
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1421037685557
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1421037688022
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421037690263
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1421037691452
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1421037694747
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421037697336
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1421037697657
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421037697664
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421037697821
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421037697901
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1421037709952
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037711567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037715957
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421037717575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037799531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037801764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037803031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037806790
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1421037808606
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037813144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037820706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1421037820745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037821151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037821789
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1421037822169
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1421037822307
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1421037824196
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.publish",1421037826247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421037827969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043068129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043071182
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043158936
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421043162267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043165738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043537925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043538160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043544829
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043566813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043929813
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421043930052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421045401930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421045407882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421045692394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421045692971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421045699287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421045712928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421047096268
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1421047099210
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1421047100517
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1421047111912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421047114748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421047117192
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1421047119009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421047290852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1421047294897
